"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","4","Petrol and electric hybrid","Number","11"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","6","Electric","Number","38"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","-","All fuel types","Number","112"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","1","Petrol","Number","45"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","2","Diesel","Number","29"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","4","Petrol and electric hybrid","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","6","Electric","Number","20"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202310","2023 October","30","Limerick","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","-","All fuel types","Number","84"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","1","Petrol","Number","33"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","2","Diesel","Number","28"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","4","Petrol and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","6","Electric","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","31","Waterford","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","-","All fuel types","Number","108"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","1","Petrol","Number","36"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","2","Diesel","Number","41"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","4","Petrol and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","6","Electric","Number","15"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202310","2023 October","32","Tipperary","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","-","All fuel types","Number","475"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","1","Petrol","Number","169"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","2","Diesel","Number","111"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","4","Petrol and electric hybrid","Number","47"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","6","Electric","Number","80"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","61"
"TEM27C01","New Private Cars","202310","2023 October","33","Cork","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","-","All fuel types","Number","2058"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","1","Petrol","Number","459"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","2","Diesel","Number","439"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","3","Other fuel types","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","4","Petrol and electric hybrid","Number","184"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","6","Electric","Number","652"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","302"
"TEM27C01","New Private Cars","202310","2023 October","34","Dublin","9","Diesel and electric hybrid","Number","21"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","-","All fuel types","Number","2291"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","1","Petrol","Number","659"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","2","Diesel","Number","562"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","4","Petrol and electric hybrid","Number","263"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","6","Electric","Number","582"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","195"
"TEM27C01","New Private Cars","202311","2023 November","-","All licensing authorities","9","Diesel and electric hybrid","Number","30"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","-","All fuel types","Number","27"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","1","Petrol","Number","9"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","2","Diesel","Number","10"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","4","Petrol and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","6","Electric","Number","2"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C01","New Private Cars","202311","2023 November","01","Carlow","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","-","All fuel types","Number","22"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","1","Petrol","Number","7"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","2","Diesel","Number","9"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","4","Petrol and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","6","Electric","Number","3"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","02","Cavan","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","-","All fuel types","Number","40"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","1","Petrol","Number","15"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","2","Diesel","Number","9"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","4","Petrol and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","6","Electric","Number","7"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C01","New Private Cars","202311","2023 November","03","Clare","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","-","All fuel types","Number","54"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","1","Petrol","Number","21"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","2","Diesel","Number","17"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","4","Petrol and electric hybrid","Number","8"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","6","Electric","Number","3"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202311","2023 November","04","Donegal","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","-","All fuel types","Number","67"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","1","Petrol","Number","20"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","2","Diesel","Number","20"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","4","Petrol and electric hybrid","Number","10"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","6","Electric","Number","11"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C01","New Private Cars","202311","2023 November","05","Galway","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","-","All fuel types","Number","43"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","1","Petrol","Number","12"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","2","Diesel","Number","18"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","4","Petrol and electric hybrid","Number","6"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","6","Electric","Number","5"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","06","Kerry","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","-","All fuel types","Number","87"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","1","Petrol","Number","27"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","2","Diesel","Number","22"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","4","Petrol and electric hybrid","Number","8"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","6","Electric","Number","23"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202311","2023 November","07","Kildare","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","-","All fuel types","Number","31"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","1","Petrol","Number","13"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","2","Diesel","Number","11"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","4","Petrol and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","6","Electric","Number","3"
"TEM27C01","New Private Cars","202311","2023 November","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","2"
